customer_id,segment_name,segment_description,total_spent,total_transactions,avg_quantity_per_transaction,recency_days,num_returns,avg_sentiment_score,is_churned,customer_age,customer_gender,customer_location_region,assigned_year
CUST0155,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2468133.67,4,2.0,278,5,0.27,0,73,Other,Mombasa,2023
CUST0678,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2693272.47,6,1.82,139,3,0.64,0,31,Other,Eldoret,2023
CUST0179,Loyal,"Consistent purchasers, frequent interactions.",3181571.27,7,1.94,15,2,0.8,0,60,Male,Eldoret,2023
CUST0595,High-Value,Customers with high total spending and frequent purchases.,1451687.67,6,1.33,29,2,0.33,0,48,Male,Kisumu,2023
CUST0545,Promising,Newer customers with high initial engagement or spending potential.,1295353.0,3,1.75,12,1,0.0,0,28,Other,Nairobi,2023
CUST0268,Loyal,"Consistent purchasers, frequent interactions.",4935310.44,7,1.91,33,1,0.82,0,46,Other,Nakuru,2023
CUST0558,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",299446.19,1,2.0,429,1,1.0,0,60,Female,Nakuru,2023
CUST0801,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",649565.56,5,2.44,373,1,0.5,0,73,Female,Nairobi,2023
CUST0202,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3935027.05,7,2.0,533,2,1.0,0,74,Male,Kisumu,2023
CUST0490,New,"Recently acquired customers, often with 1-2 purchases.",1415406.59,3,1.11,249,0,0.5,0,74,Female,Kisumu,2023
CUST0295,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1269911.0,3,1.57,233,1,0.6,0,21,Other,Nakuru,2023
CUST0192,Promising,Newer customers with high initial engagement or spending potential.,598058.66,3,2.14,82,0,1.0,0,70,Male,Eldoret,2023
CUST0418,Loyal,"Consistent purchasers, frequent interactions.",4196980.09,6,2.04,139,2,0.65,0,61,Female,Eldoret,2023
CUST0878,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4805886.81,7,1.96,104,3,0.73,1,40,Other,Kisumu,2023
CUST0279,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1943753.62,3,2.0,236,1,0.75,1,32,Male,Nairobi,2023
CUST0815,New,"Recently acquired customers, often with 1-2 purchases.",2606414.49,6,2.0,172,3,0.78,0,27,Male,Kisumu,2023
CUST0606,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2529974.52,5,2.0,70,6,-0.09,0,45,Female,Nakuru,2023
CUST0390,Loyal,"Consistent purchasers, frequent interactions.",2175683.76,6,1.55,64,2,1.0,0,59,Other,Nakuru,2023
CUST0082,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1985989.89,3,2.25,380,1,0.33,0,73,Female,Eldoret,2023
CUST0858,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1744445.64,7,1.59,229,1,0.5,0,31,Female,Kisumu,2023
CUST0626,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2732082.12,5,2.0,296,2,0.4,1,31,Female,Kisumu,2023
CUST0956,New,"Recently acquired customers, often with 1-2 purchases.",1209035.86,4,2.33,19,3,0.33,0,63,Other,Kisumu,2023
CUST0150,New,"Recently acquired customers, often with 1-2 purchases.",2564706.8,4,1.59,150,4,0.43,1,38,Other,Eldoret,2023
CUST0561,Loyal,"Consistent purchasers, frequent interactions.",4683576.01,6,2.04,15,3,0.33,0,23,Female,Mombasa,2023
CUST0579,New,"Recently acquired customers, often with 1-2 purchases.",1104192.5,5,2.0,7,2,1.0,1,45,Male,Kisumu,2023
CUST0175,High-Value,Customers with high total spending and frequent purchases.,4383121.18,6,2.06,2,0,1.0,0,75,Other,Nairobi,2023
CUST0359,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1908074.04,4,2.07,339,2,0.5,1,75,Female,Nakuru,2023
CUST0690,High-Value,Customers with high total spending and frequent purchases.,2040531.64,6,1.76,2,3,0.64,1,37,Female,Eldoret,2023
CUST0286,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",518963.44,2,1.5,218,0,1.0,1,45,Male,Nakuru,2024
CUST0766,High-Value,Customers with high total spending and frequent purchases.,3187954.43,6,2.0,49,3,0.14,0,40,Male,Kisumu,2023
CUST0019,Promising,Newer customers with high initial engagement or spending potential.,1584789.8,4,2.0,33,1,1.0,0,60,Other,Kisumu,2023
CUST0236,Loyal,"Consistent purchasers, frequent interactions.",1841474.12,3,2.12,140,1,1.0,0,30,Male,Eldoret,2023
CUST0775,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3127539.13,5,1.94,396,1,0.8,1,72,Male,Eldoret,2023
CUST0917,High-Value,Customers with high total spending and frequent purchases.,1751209.36,6,1.8,45,3,0.56,0,64,Female,Eldoret,2023
CUST0439,High-Value,Customers with high total spending and frequent purchases.,3817666.58,6,2.05,21,2,0.56,0,25,Male,Nakuru,2023
CUST0814,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1679451.07,3,2.0,262,3,0.0,1,60,Other,Kisumu,2023
CUST0727,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2549934.9,4,1.81,118,2,0.6,0,73,Other,Nakuru,2023
CUST0628,Loyal,"Consistent purchasers, frequent interactions.",1160808.61,5,2.1,2,0,1.0,0,23,Female,Mombasa,2023
CUST0777,New,"Recently acquired customers, often with 1-2 purchases.",2149510.48,5,1.73,217,1,0.5,0,52,Male,Nakuru,2023
CUST0230,Promising,Newer customers with high initial engagement or spending potential.,1476956.29,4,1.73,11,0,1.0,0,43,Other,Eldoret,2023
CUST0506,New,"Recently acquired customers, often with 1-2 purchases.",4568209.86,8,2.09,124,3,0.8,0,39,Male,Mombasa,2023
CUST0259,New,"Recently acquired customers, often with 1-2 purchases.",928861.22,4,1.42,597,0,0.78,1,56,Other,Nairobi,2023
CUST0204,Promising,Newer customers with high initial engagement or spending potential.,2563361.02,5,2.08,8,0,1.0,0,33,Other,Nakuru,2023
CUST0534,New,"Recently acquired customers, often with 1-2 purchases.",2254557.75,5,2.0,212,3,0.67,0,59,Male,Nairobi,2023
CUST0433,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2005064.68,4,1.67,766,2,0.5,1,74,Female,Kisumu,2023
CUST0424,Promising,Newer customers with high initial engagement or spending potential.,677014.92,2,1.5,21,2,0.0,0,21,Female,Mombasa,2023
CUST0123,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",747292.16,2,1.5,381,2,0.33,1,57,Female,Nakuru,2023
CUST0303,Promising,Newer customers with high initial engagement or spending potential.,1317505.66,4,1.75,91,1,1.0,0,38,Female,Kisumu,2023
CUST0712,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2830329.29,6,2.12,66,3,0.45,0,73,Male,Nakuru,2023
CUST0662,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1795591.45,5,1.79,324,2,1.0,1,39,Male,Eldoret,2023
CUST0673,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1113477.85,3,1.42,373,1,0.75,0,22,Female,Nairobi,2023
CUST0280,High-Value,Customers with high total spending and frequent purchases.,2674256.05,4,1.45,130,2,0.33,0,51,Other,Nakuru,2023
CUST0077,Loyal,"Consistent purchasers, frequent interactions.",1434749.56,5,2.25,62,1,1.0,0,73,Other,Nairobi,2023
CUST0483,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2149152.92,3,2.0,373,0,1.0,1,28,Male,Kisumu,2023
CUST0087,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3634684.0,6,2.35,128,4,0.45,1,46,Female,Nakuru,2023
CUST0048,High-Value,Customers with high total spending and frequent purchases.,5464200.17,11,1.78,41,3,0.69,1,69,Male,Eldoret,2023
CUST0380,New,"Recently acquired customers, often with 1-2 purchases.",2299634.83,4,1.73,40,5,0.5,0,63,Male,Nairobi,2023
CUST0797,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3496654.92,7,2.0,257,3,1.0,0,65,Other,Nairobi,2023
CUST0802,Loyal,"Consistent purchasers, frequent interactions.",1603493.16,4,2.0,18,0,1.0,0,54,Male,Nakuru,2023
CUST0307,New,"Recently acquired customers, often with 1-2 purchases.",3631086.42,5,2.13,54,3,0.14,0,57,Other,Kisumu,2023
CUST0960,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2526358.95,5,1.94,21,4,0.82,0,22,Other,Mombasa,2023
CUST0178,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1191870.13,5,1.31,106,3,0.75,1,66,Other,Nairobi,2023
CUST0208,Promising,Newer customers with high initial engagement or spending potential.,3062146.43,5,1.88,4,2,0.78,0,67,Female,Nairobi,2023
CUST0109,Promising,Newer customers with high initial engagement or spending potential.,1600784.95,5,1.36,37,2,1.0,0,61,Female,Nakuru,2023
CUST0721,New,"Recently acquired customers, often with 1-2 purchases.",5777927.69,8,1.72,212,3,0.5,0,18,Male,Nakuru,2023
CUST0800,New,"Recently acquired customers, often with 1-2 purchases.",630195.02,2,1.75,173,1,0.67,0,67,Female,Nairobi,2023
CUST0333,New,"Recently acquired customers, often with 1-2 purchases.",776333.95,4,1.44,650,1,0.5,0,52,Male,Kisumu,2023
CUST0250,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2178880.17,5,1.54,185,1,0.75,1,67,Other,Mombasa,2023
CUST0774,Loyal,"Consistent purchasers, frequent interactions.",1066385.16,5,2.1,41,2,0.71,0,31,Female,Mombasa,2023
CUST0370,New,"Recently acquired customers, often with 1-2 purchases.",1743597.12,3,1.47,144,1,0.75,0,72,Other,Mombasa,2023
CUST0075,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1504458.35,4,1.67,21,2,0.43,1,55,Male,Kisumu,2023
CUST0349,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4245140.69,9,1.81,230,1,0.82,1,59,Female,Eldoret,2023
CUST0047,New,"Recently acquired customers, often with 1-2 purchases.",781086.62,3,1.67,253,1,1.0,1,46,Male,Eldoret,2023
CUST0248,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2443848.87,5,1.88,343,2,1.0,0,54,Other,Eldoret,2023
CUST0494,New,"Recently acquired customers, often with 1-2 purchases.",2051735.0,5,1.44,225,1,0.86,0,44,Other,Nairobi,2023
CUST0461,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2806606.62,5,1.75,221,4,0.11,1,19,Other,Kisumu,2023
CUST0044,Loyal,"Consistent purchasers, frequent interactions.",1896098.32,6,1.71,18,1,1.0,0,27,Female,Kisumu,2023
CUST0455,Promising,Newer customers with high initial engagement or spending potential.,606746.11,3,2.0,2,0,1.0,0,59,Other,Nakuru,2023
CUST0315,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1437413.59,3,2.11,518,3,0.33,0,50,Other,Mombasa,2023
CUST0061,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1895263.5,4,2.08,224,1,0.2,0,64,Female,Nairobi,2023
CUST0139,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2075673.92,5,1.67,121,1,0.33,1,64,Female,Mombasa,2023
CUST0407,Loyal,"Consistent purchasers, frequent interactions.",1639908.3,4,2.5,50,0,1.0,0,43,Other,Nakuru,2023
CUST0265,New,"Recently acquired customers, often with 1-2 purchases.",1371264.43,3,1.64,386,0,0.71,0,38,Female,Nakuru,2023
CUST0076,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4250704.19,9,1.71,75,4,0.54,1,73,Other,Mombasa,2023
CUST0603,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2499548.18,3,1.88,202,1,1.0,1,31,Male,Nakuru,2023
CUST0876,High-Value,Customers with high total spending and frequent purchases.,4360557.07,6,1.88,26,3,0.75,0,18,Female,Eldoret,2023
CUST0372,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1866042.96,5,1.77,63,5,0.0,0,64,Male,Kisumu,2023
CUST0381,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3471921.06,6,1.62,128,4,0.5,0,33,Other,Eldoret,2023
CUST0911,Promising,Newer customers with high initial engagement or spending potential.,1243414.57,3,1.33,51,0,1.0,0,63,Female,Mombasa,2023
CUST0146,New,"Recently acquired customers, often with 1-2 purchases.",3276798.42,6,2.0,375,1,1.0,1,65,Male,Eldoret,2023
CUST0450,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1712255.0,3,1.82,283,3,0.67,1,75,Female,Mombasa,2023
CUST0290,High-Value,Customers with high total spending and frequent purchases.,4236784.71,10,1.94,27,4,0.79,0,64,Female,Eldoret,2023
CUST0701,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",784418.3,3,1.4,627,0,1.0,1,52,Other,Kisumu,2023
CUST0713,Promising,Newer customers with high initial engagement or spending potential.,1370435.13,4,1.58,5,1,0.6,0,59,Male,Eldoret,2023
CUST0819,Promising,Newer customers with high initial engagement or spending potential.,2053667.1,3,2.23,4,2,0.67,0,38,Other,Kisumu,2023
CUST0513,High-Value,Customers with high total spending and frequent purchases.,2467334.04,6,1.67,94,1,1.0,0,70,Other,Nakuru,2023
CUST0634,High-Value,Customers with high total spending and frequent purchases.,3046564.89,6,1.67,19,2,0.43,0,40,Female,Nairobi,2023
CUST0114,Loyal,"Consistent purchasers, frequent interactions.",1840006.3,4,1.91,16,0,1.0,0,20,Male,Kisumu,2023
CUST0131,Loyal,"Consistent purchasers, frequent interactions.",2678301.12,5,1.53,90,1,0.8,0,36,Other,Eldoret,2023
CUST0187,New,"Recently acquired customers, often with 1-2 purchases.",1095012.44,3,1.45,191,1,1.0,0,31,Female,Mombasa,2023
CUST0485,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1391141.32,3,1.8,459,1,1.0,1,39,Female,Eldoret,2023
CUST0425,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1436907.63,3,1.5,562,0,1.0,0,38,Female,Eldoret,2023
CUST0663,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3659470.62,6,1.79,104,2,0.27,1,50,Other,Nakuru,2023
CUST0326,Loyal,"Consistent purchasers, frequent interactions.",2323073.1,4,1.88,92,2,0.6,0,32,Male,Nakuru,2024
CUST0812,Loyal,"Consistent purchasers, frequent interactions.",3458608.37,6,2.0,31,2,0.75,0,59,Other,Nairobi,2024
CUST0029,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1779137.96,6,1.39,129,4,0.4,0,72,Female,Eldoret,2023
CUST0322,High-Value,Customers with high total spending and frequent purchases.,6306712.28,10,1.74,53,2,0.9,0,56,Other,Eldoret,2023
CUST0560,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4359120.07,4,2.25,257,0,0.71,0,42,Male,Kisumu,2023
CUST0654,High-Value,Customers with high total spending and frequent purchases.,4093637.67,7,1.78,2,3,0.33,0,36,Female,Kisumu,2023
CUST0974,High-Value,Customers with high total spending and frequent purchases.,3701141.9,6,2.08,35,1,1.0,0,68,Male,Mombasa,2023
CUST0830,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1374441.4,4,1.92,101,1,0.67,0,36,Male,Kisumu,2023
CUST0762,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1242469.71,3,1.4,308,1,1.0,0,51,Other,Eldoret,2023
CUST0928,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1780210.99,4,1.81,227,1,0.67,1,50,Other,Mombasa,2023
CUST0940,Loyal,"Consistent purchasers, frequent interactions.",2390625.46,4,2.14,26,2,1.0,0,54,Female,Nairobi,2023
CUST0967,Loyal,"Consistent purchasers, frequent interactions.",3114153.49,6,2.22,156,1,0.75,0,24,Male,Mombasa,2023
CUST0287,New,"Recently acquired customers, often with 1-2 purchases.",2506468.91,5,1.79,206,1,0.5,0,27,Other,Kisumu,2023
CUST0196,Promising,Newer customers with high initial engagement or spending potential.,1186539.33,3,1.57,69,0,1.0,0,71,Female,Mombasa,2023
CUST0409,New,"Recently acquired customers, often with 1-2 purchases.",2614677.16,7,1.58,457,3,0.27,0,39,Other,Eldoret,2023
CUST0509,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1301043.12,4,1.42,258,2,0.75,1,72,Other,Kisumu,2024
CUST0465,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2985888.23,7,1.91,115,3,0.45,0,45,Other,Nairobi,2023
CUST0014,High-Value,Customers with high total spending and frequent purchases.,3766685.66,6,2.4,52,4,0.82,0,55,Other,Kisumu,2023
CUST0429,Loyal,"Consistent purchasers, frequent interactions.",4762444.09,4,2.19,157,2,0.67,0,45,Other,Nakuru,2023
CUST0718,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1691823.04,5,1.61,60,3,0.67,1,71,Male,Nakuru,2023
CUST0220,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1257618.84,2,1.71,223,1,0.71,0,63,Male,Eldoret,2023
CUST0310,Promising,Newer customers with high initial engagement or spending potential.,1346520.14,3,1.9,18,0,1.0,0,65,Male,Mombasa,2023
CUST0790,Promising,Newer customers with high initial engagement or spending potential.,364284.95,3,1.4,1,1,1.0,0,72,Female,Nakuru,2023
CUST0889,High-Value,Customers with high total spending and frequent purchases.,2013013.26,7,1.76,15,2,0.6,1,38,Other,Nairobi,2023
CUST0266,High-Value,Customers with high total spending and frequent purchases.,3219590.59,7,2.17,33,0,0.78,0,74,Male,Kisumu,2023
CUST0564,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1923938.12,4,1.83,96,0,1.0,1,34,Male,Eldoret,2023
CUST0343,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1119105.15,4,1.86,304,0,1.0,0,51,Male,Nairobi,2023
CUST0180,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3914645.46,6,2.1,217,3,0.6,0,49,Male,Mombasa,2023
CUST0240,New,"Recently acquired customers, often with 1-2 purchases.",2648449.35,4,2.38,91,2,0.2,0,58,Female,Mombasa,2023
CUST0955,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1566988.49,5,1.7,250,1,0.5,0,64,Male,Eldoret,2023
CUST0908,Promising,Newer customers with high initial engagement or spending potential.,3375886.89,4,2.25,69,2,0.56,0,54,Other,Nairobi,2023
CUST0798,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",624310.52,4,1.44,8,2,-0.14,1,60,Female,Eldoret,2023
CUST0614,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1248390.84,3,2.0,97,1,1.0,1,49,Male,Nairobi,2023
CUST0992,New,"Recently acquired customers, often with 1-2 purchases.",2028994.7,2,1.9,100,1,0.33,0,56,Female,Mombasa,2024
CUST0499,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2208149.4,3,1.56,323,0,1.0,1,35,Other,Kisumu,2023
CUST0324,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1497404.59,5,1.45,13,2,0.5,1,44,Male,Nakuru,2024
CUST0553,Loyal,"Consistent purchasers, frequent interactions.",2507153.98,4,2.0,74,0,1.0,0,73,Male,Nakuru,2023
CUST0799,High-Value,Customers with high total spending and frequent purchases.,3221054.18,9,1.71,7,2,0.85,0,51,Other,Eldoret,2023
CUST0174,High-Value,Customers with high total spending and frequent purchases.,2234813.27,6,1.87,37,0,1.0,0,70,Female,Kisumu,2023
CUST0133,Loyal,"Consistent purchasers, frequent interactions.",1804515.0,4,2.38,11,2,0.5,0,28,Male,Nakuru,2023
CUST0925,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",271521.93,1,2.5,877,0,0.0,1,61,Male,Kisumu,2023
CUST0840,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",767720.42,3,1.62,251,1,1.0,0,36,Other,Eldoret,2023
CUST0125,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3494701.75,6,2.25,218,1,0.67,0,50,Other,Mombasa,2023
CUST0128,Loyal,"Consistent purchasers, frequent interactions.",4298825.62,6,2.19,20,4,0.43,0,64,Male,Nakuru,2023
CUST0239,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",860693.21,3,1.6,164,2,0.33,1,18,Male,Mombasa,2023
CUST0769,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1554049.65,3,1.9,8,3,0.5,0,58,Other,Eldoret,2023
CUST0865,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3219988.49,5,1.78,221,2,0.71,0,53,Male,Mombasa,2023
CUST0462,New,"Recently acquired customers, often with 1-2 purchases.",1704402.27,5,1.6,103,4,0.5,1,48,Female,Nairobi,2023
CUST0585,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2506850.53,3,2.0,326,1,0.67,0,59,Male,Eldoret,2023
CUST0379,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1011084.19,3,1.88,246,0,0.0,0,44,Female,Mombasa,2023
CUST0476,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2006837.91,4,1.92,273,1,0.5,0,19,Other,Nairobi,2023
CUST0314,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3079946.85,6,2.11,91,4,0.56,1,26,Other,Nakuru,2023
CUST0999,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1032293.53,4,1.86,406,0,1.0,1,56,Other,Mombasa,2023
CUST0846,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",539487.45,3,1.75,235,0,1.0,0,35,Other,Eldoret,2023
CUST0241,Promising,Newer customers with high initial engagement or spending potential.,1372323.13,2,1.5,10,2,0.0,0,66,Female,Nakuru,2023
CUST0260,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1741198.82,2,2.0,234,1,1.0,0,69,Female,Nairobi,2023
CUST0055,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1144677.39,3,1.88,247,2,0.0,0,22,Male,Eldoret,2023
CUST0824,Promising,Newer customers with high initial engagement or spending potential.,2280490.67,3,2.0,48,2,1.0,0,40,Male,Nairobi,2023
CUST0119,Promising,Newer customers with high initial engagement or spending potential.,1010302.81,2,2.12,11,0,0.6,0,49,Male,Eldoret,2023
CUST0515,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2000601.21,2,2.22,512,0,0.5,0,63,Female,Mombasa,2023
CUST0399,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1575442.64,6,1.59,605,6,-0.14,0,55,Other,Eldoret,2023
CUST0619,Promising,Newer customers with high initial engagement or spending potential.,2252483.64,5,1.78,113,2,0.54,0,56,Male,Kisumu,2023
CUST0612,New,"Recently acquired customers, often with 1-2 purchases.",2179224.06,4,1.73,221,0,1.0,0,58,Female,Eldoret,2023
CUST0228,New,"Recently acquired customers, often with 1-2 purchases.",2202647.2,5,1.4,458,2,0.5,1,31,Male,Mombasa,2023
CUST0968,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",763390.51,1,1.8,495,0,1.0,0,65,Male,Nakuru,2023
CUST0834,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",5119142.14,8,2.0,96,4,0.56,0,75,Male,Mombasa,2023
CUST0749,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2989808.14,5,1.77,326,2,0.0,1,19,Other,Eldoret,2023
CUST0414,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1003416.16,3,2.0,467,2,0.6,0,56,Other,Nairobi,2023
CUST0755,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3341160.3,7,1.47,140,3,0.54,0,67,Male,Eldoret,2023
CUST0848,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1879389.64,3,1.7,389,0,1.0,1,49,Female,Kisumu,2023
CUST0657,Promising,Newer customers with high initial engagement or spending potential.,3163884.96,3,2.0,49,0,1.0,0,37,Male,Kisumu,2023
CUST0093,Promising,Newer customers with high initial engagement or spending potential.,3336616.24,7,2.33,71,0,0.71,0,47,Male,Nakuru,2023
CUST0487,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2189045.37,5,2.06,40,3,0.33,1,39,Female,Nairobi,2023
CUST0292,High-Value,Customers with high total spending and frequent purchases.,2092946.78,6,1.87,35,2,0.78,0,30,Female,Nakuru,2023
CUST0084,New,"Recently acquired customers, often with 1-2 purchases.",2089072.76,7,1.65,128,2,1.0,0,37,Male,Mombasa,2023
CUST0810,New,"Recently acquired customers, often with 1-2 purchases.",3145242.48,7,1.84,91,3,0.5,0,51,Female,Nakuru,2023
CUST0059,Promising,Newer customers with high initial engagement or spending potential.,4530949.83,5,2.5,45,0,0.83,0,39,Other,Eldoret,2023
CUST0904,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1471539.38,3,1.44,211,2,0.67,0,23,Male,Nairobi,2023
CUST0137,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1071220.1,2,2.0,739,1,0.6,1,68,Female,Mombasa,2023
CUST0645,Loyal,"Consistent purchasers, frequent interactions.",2604451.88,4,1.94,51,1,0.82,0,37,Other,Eldoret,2023
CUST0516,New,"Recently acquired customers, often with 1-2 purchases.",1866135.0,3,2.22,455,1,1.0,0,19,Female,Nakuru,2023
CUST0651,New,"Recently acquired customers, often with 1-2 purchases.",1465156.48,3,2.25,116,2,0.0,0,59,Male,Nakuru,2023
CUST0007,New,"Recently acquired customers, often with 1-2 purchases.",5353300.77,6,2.27,249,3,0.82,1,53,Other,Mombasa,2023
CUST0825,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",780563.15,3,1.5,279,0,1.0,0,40,Other,Nakuru,2023
CUST0488,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1834914.61,3,2.2,316,0,1.0,0,23,Other,Kisumu,2023
CUST0021,High-Value,Customers with high total spending and frequent purchases.,5778217.72,7,1.82,43,1,0.5,0,20,Female,Nakuru,2023
CUST0493,Loyal,"Consistent purchasers, frequent interactions.",32551.51,1,1.0,11,0,0.0,0,33,Female,Nairobi,2023
CUST0927,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",113806.06,1,2.0,459,0,1.0,0,37,Other,Eldoret,2023
CUST0607,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",5444921.76,6,1.88,117,3,1.0,1,48,Female,Kisumu,2023
CUST0803,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2071621.5,4,1.62,406,0,1.0,0,50,Male,Mombasa,2023
CUST0244,Loyal,"Consistent purchasers, frequent interactions.",5052352.48,7,2.04,48,6,0.33,1,22,Male,Nairobi,2023
CUST0760,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1315928.47,5,1.9,128,0,1.0,1,63,Female,Nairobi,2023
CUST0716,High-Value,Customers with high total spending and frequent purchases.,2177595.21,7,1.56,19,1,0.8,0,56,Female,Eldoret,2023
CUST0916,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",373711.94,1,1.33,451,0,0.0,0,32,Other,Nakuru,2024
CUST0786,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1398699.93,2,1.78,358,0,0.67,1,19,Female,Nairobi,2023
CUST0882,High-Value,Customers with high total spending and frequent purchases.,2850160.62,8,1.45,52,2,0.69,1,54,Female,Kisumu,2023
CUST0332,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",213637.8,1,2.5,477,0,0.0,0,29,Male,Nairobi,2024
CUST0080,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",385758.74,1,1.5,467,0,1.0,0,23,Male,Nakuru,2023
CUST0436,Promising,Newer customers with high initial engagement or spending potential.,663888.88,3,1.44,35,0,1.0,0,27,Other,Nakuru,2023
CUST0231,Loyal,"Consistent purchasers, frequent interactions.",700914.17,2,1.67,157,0,1.0,0,20,Male,Nakuru,2023
CUST0201,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1371607.8,5,1.64,35,3,0.6,0,67,Other,Nakuru,2023
CUST0907,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",949331.22,4,1.79,202,1,1.0,0,38,Other,Nairobi,2023
